date,brand,date_type,day_of_week,date_map,day_of_year,week_of_year
1260,5,3,6,2016-10-22,296,43
1260,6,3,6,2016-10-22,296,43
1260,7,3,6,2016-10-22,296,43
1260,8,3,6,2016-10-22,296,43
1260,9,3,6,2016-10-22,296,43
1260,10,3,6,2016-10-22,296,43
1261,1,2,1,2016-10-24,298,44
1261,2,2,1,2016-10-24,298,44
1261,3,2,1,2016-10-24,298,44
1261,4,2,1,2016-10-24,298,44
1261,5,2,1,2016-10-24,298,44
1261,6,2,1,2016-10-24,298,44
1261,7,2,1,2016-10-24,298,44
1261,8,2,1,2016-10-24,298,44
1261,9,2,1,2016-10-24,298,44
1261,10,2,1,2016-10-24,298,44
1262,1,2,2,2016-10-25,299,44
1262,2,2,2,2016-10-25,299,44
1262,3,2,2,2016-10-25,299,44
1262,4,2,2,2016-10-25,299,44
1262,5,2,2,2016-10-25,299,44
1262,6,2,2,2016-10-25,299,44
1262,7,2,2,2016-10-25,299,44
1262,8,2,2,2016-10-25,299,44
1262,9,2,2,2016-10-25,299,44
1262,10,2,2,2016-10-25,299,44
1263,1,2,3,2016-10-26,300,44
1263,2,2,3,2016-10-26,300,44
1263,3,2,3,2016-10-26,300,44
1263,4,2,3,2016-10-26,300,44
1263,5,2,3,2016-10-26,300,44
1263,6,2,3,2016-10-26,300,44
1263,7,2,3,2016-10-26,300,44
1263,8,2,3,2016-10-26,300,44
1263,9,2,3,2016-10-26,300,44
1263,10,2,3,2016-10-26,300,44
1264,1,2,4,2016-10-27,301,44
1264,2,2,4,2016-10-27,301,44
1264,3,2,4,2016-10-27,301,44
1264,4,2,4,2016-10-27,301,44
1264,5,2,4,2016-10-27,301,44
1264,6,2,4,2016-10-27,301,44
1264,7,2,4,2016-10-27,301,44
1264,8,2,4,2016-10-27,301,44
1264,9,2,4,2016-10-27,301,44
1264,10,2,4,2016-10-27,301,44
1265,1,2,5,2016-10-28,302,44
1265,2,2,5,2016-10-28,302,44
1265,3,2,5,2016-10-28,302,44
1265,4,2,5,2016-10-28,302,44
1265,5,2,5,2016-10-28,302,44
1265,6,2,5,2016-10-28,302,44
1265,7,2,5,2016-10-28,302,44
1265,8,2,5,2016-10-28,302,44
1265,9,2,5,2016-10-28,302,44
1265,10,2,5,2016-10-28,302,44
1266,1,3,6,2016-10-29,303,44
1266,2,3,6,2016-10-29,303,44
1266,3,3,6,2016-10-29,303,44
1266,4,3,6,2016-10-29,303,44
1266,5,3,6,2016-10-29,303,44
1266,6,3,6,2016-10-29,303,44
1266,7,3,6,2016-10-29,303,44
1266,8,3,6,2016-10-29,303,44
1266,9,3,6,2016-10-29,303,44
1266,10,3,6,2016-10-29,303,44
1267,6,3,7,2016-10-30,304,44
1267,9,3,7,2016-10-30,304,44
1268,1,2,1,2016-10-31,305,45
1268,2,2,1,2016-10-31,305,45
1268,3,2,1,2016-10-31,305,45
1268,4,2,1,2016-10-31,305,45
1268,5,2,1,2016-10-31,305,45
1268,6,2,1,2016-10-31,305,45
1268,7,2,1,2016-10-31,305,45
1268,8,2,1,2016-10-31,305,45
1268,9,2,1,2016-10-31,305,45
1268,10,2,1,2016-10-31,305,45
1269,1,2,2,2016-11-01,306,45
1269,2,2,2,2016-11-01,306,45
1269,3,2,2,2016-11-01,306,45
1269,4,2,2,2016-11-01,306,45
1269,5,2,2,2016-11-01,306,45
1269,6,2,2,2016-11-01,306,45
1269,7,2,2,2016-11-01,306,45
1269,8,2,2,2016-11-01,306,45
1269,9,2,2,2016-11-01,306,45
1269,10,2,2,2016-11-01,306,45
1270,1,2,3,2016-11-02,307,45
1270,2,2,3,2016-11-02,307,45
1270,3,2,3,2016-11-02,307,45
1270,4,2,3,2016-11-02,307,45
1270,5,2,3,2016-11-02,307,45
1270,6,2,3,2016-11-02,307,45
1270,7,2,3,2016-11-02,307,45
1270,8,2,3,2016-11-02,307,45
1270,9,2,3,2016-11-02,307,45
1270,10,2,3,2016-11-02,307,45
1271,1,2,4,2016-11-03,308,45
1271,2,2,4,2016-11-03,308,45
1271,3,2,4,2016-11-03,308,45
1271,4,2,4,2016-11-03,308,45
1271,5,2,4,2016-11-03,308,45
1271,6,2,4,2016-11-03,308,45
1271,7,2,4,2016-11-03,308,45
1271,8,2,4,2016-11-03,308,45
1271,9,2,4,2016-11-03,308,45
1271,10,2,4,2016-11-03,308,45
1272,1,2,5,2016-11-04,309,45
1272,2,2,5,2016-11-04,309,45
1272,3,2,5,2016-11-04,309,45
1272,4,2,5,2016-11-04,309,45
1272,5,2,5,2016-11-04,309,45
1272,6,2,5,2016-11-04,309,45
1272,7,2,5,2016-11-04,309,45
1272,8,2,5,2016-11-04,309,45
1272,9,2,5,2016-11-04,309,45
1272,10,2,5,2016-11-04,309,45
1273,1,3,6,2016-11-05,310,45
1273,2,3,6,2016-11-05,310,45
1273,3,3,6,2016-11-05,310,45
1273,4,3,6,2016-11-05,310,45
1273,5,3,6,2016-11-05,310,45
1273,6,3,6,2016-11-05,310,45
1273,7,3,6,2016-11-05,310,45
1273,8,3,6,2016-11-05,310,45
1273,9,3,6,2016-11-05,310,45
1273,10,3,6,2016-11-05,310,45
1274,1,2,1,2016-11-07,312,46
1274,2,2,1,2016-11-07,312,46
1274,3,2,1,2016-11-07,312,46
1274,4,2,1,2016-11-07,312,46
1274,5,2,1,2016-11-07,312,46
1274,6,2,1,2016-11-07,312,46
1274,7,2,1,2016-11-07,312,46
1274,8,2,1,2016-11-07,312,46
1274,9,2,1,2016-11-07,312,46
1274,10,2,1,2016-11-07,312,46
1275,1,2,2,2016-11-08,313,46
1275,2,2,2,2016-11-08,313,46
1275,3,2,2,2016-11-08,313,46
1275,4,2,2,2016-11-08,313,46
1275,5,2,2,2016-11-08,313,46
1275,6,2,2,2016-11-08,313,46
1275,7,2,2,2016-11-08,313,46
1275,8,2,2,2016-11-08,313,46
1275,9,2,2,2016-11-08,313,46
1275,10,2,2,2016-11-08,313,46
1276,1,2,3,2016-11-09,314,46
1276,2,2,3,2016-11-09,314,46
1276,3,2,3,2016-11-09,314,46
1276,4,2,3,2016-11-09,314,46
1276,5,2,3,2016-11-09,314,46
1276,6,2,3,2016-11-09,314,46
1276,7,2,3,2016-11-09,314,46
1276,8,2,3,2016-11-09,314,46
1276,9,2,3,2016-11-09,314,46
1276,10,2,3,2016-11-09,314,46
1277,1,2,4,2016-11-10,315,46
1277,2,2,4,2016-11-10,315,46
1277,3,2,4,2016-11-10,315,46
1277,4,2,4,2016-11-10,315,46
1277,5,2,4,2016-11-10,315,46
1277,6,2,4,2016-11-10,315,46
1277,7,2,4,2016-11-10,315,46
1277,8,2,4,2016-11-10,315,46
1277,9,2,4,2016-11-10,315,46
1277,10,2,4,2016-11-10,315,46
1278,1,2,5,2016-11-11,316,46
1278,2,2,5,2016-11-11,316,46
1278,3,2,5,2016-11-11,316,46
1278,4,2,5,2016-11-11,316,46
1278,5,2,5,2016-11-11,316,46
1278,6,2,5,2016-11-11,316,46
1278,7,2,5,2016-11-11,316,46
1278,8,2,5,2016-11-11,316,46
1278,9,2,5,2016-11-11,316,46
1278,10,2,5,2016-11-11,316,46
1279,2,3,6,2016-11-12,317,46
1279,3,3,6,2016-11-12,317,46
1279,4,3,6,2016-11-12,317,46
1279,5,3,6,2016-11-12,317,46
1279,6,3,6,2016-11-12,317,46
1279,7,3,6,2016-11-12,317,46
1279,8,3,6,2016-11-12,317,46
1279,9,3,6,2016-11-12,317,46
1280,1,3,7,2016-11-13,318,46
1281,1,2,1,2016-11-14,319,47
1281,2,2,1,2016-11-14,319,47
1281,3,2,1,2016-11-14,319,47
1281,4,2,1,2016-11-14,319,47
1281,5,2,1,2016-11-14,319,47
1281,6,2,1,2016-11-14,319,47
1281,7,2,1,2016-11-14,319,47
1281,8,2,1,2016-11-14,319,47
1281,9,2,1,2016-11-14,319,47
1281,10,2,1,2016-11-14,319,47
1282,1,2,2,2016-11-15,320,47
1282,2,2,2,2016-11-15,320,47
1282,3,2,2,2016-11-15,320,47
1282,4,2,2,2016-11-15,320,47
1282,5,2,2,2016-11-15,320,47
1282,6,2,2,2016-11-15,320,47
1282,7,2,2,2016-11-15,320,47
1282,8,2,2,2016-11-15,320,47
1282,9,2,2,2016-11-15,320,47
1282,10,2,2,2016-11-15,320,47
1283,1,2,3,2016-11-16,321,47
1283,2,2,3,2016-11-16,321,47
1283,3,2,3,2016-11-16,321,47
1283,4,2,3,2016-11-16,321,47
1283,5,2,3,2016-11-16,321,47
1283,6,2,3,2016-11-16,321,47
1283,7,2,3,2016-11-16,321,47
1283,8,2,3,2016-11-16,321,47
1283,9,2,3,2016-11-16,321,47
1283,10,2,3,2016-11-16,321,47
1284,1,2,4,2016-11-17,322,47
1284,2,2,4,2016-11-17,322,47
1284,3,2,4,2016-11-17,322,47
1284,4,2,4,2016-11-17,322,47
1284,5,2,4,2016-11-17,322,47
1284,6,2,4,2016-11-17,322,47
1284,7,2,4,2016-11-17,322,47
1284,8,2,4,2016-11-17,322,47
1284,9,2,4,2016-11-17,322,47
1284,10,2,4,2016-11-17,322,47
1285,1,2,5,2016-11-18,323,47
1285,2,2,5,2016-11-18,323,47
1285,3,2,5,2016-11-18,323,47
1285,4,2,5,2016-11-18,323,47
1285,5,2,5,2016-11-18,323,47
1285,6,2,5,2016-11-18,323,47
1285,7,2,5,2016-11-18,323,47
1285,8,2,5,2016-11-18,323,47
1285,9,2,5,2016-11-18,323,47
1285,10,2,5,2016-11-18,323,47
1286,1,3,6,2016-11-19,324,47
1286,2,3,6,2016-11-19,324,47
1286,4,3,6,2016-11-19,324,47
1286,5,3,6,2016-11-19,324,47
1286,6,3,6,2016-11-19,324,47
1286,7,3,6,2016-11-19,324,47
1286,8,3,6,2016-11-19,324,47
1286,9,3,6,2016-11-19,324,47
1286,10,3,6,2016-11-19,324,47
1287,9,3,7,2016-11-20,325,47
1288,1,2,1,2016-11-21,326,48
1288,2,2,1,2016-11-21,326,48
1288,3,2,1,2016-11-21,326,48
1288,4,2,1,2016-11-21,326,48
1288,5,2,1,2016-11-21,326,48
1288,6,2,1,2016-11-21,326,48
1288,7,2,1,2016-11-21,326,48
1288,8,2,1,2016-11-21,326,48
1288,9,2,1,2016-11-21,326,48
1288,10,2,1,2016-11-21,326,48
1289,1,2,2,2016-11-22,327,48
1289,2,2,2,2016-11-22,327,48
1289,3,2,2,2016-11-22,327,48
1289,4,2,2,2016-11-22,327,48
1289,5,2,2,2016-11-22,327,48
1289,6,2,2,2016-11-22,327,48
1289,7,2,2,2016-11-22,327,48
1289,8,2,2,2016-11-22,327,48
1289,9,2,2,2016-11-22,327,48
1289,10,2,2,2016-11-22,327,48
1290,1,2,3,2016-11-23,328,48
1290,2,2,3,2016-11-23,328,48
1290,3,2,3,2016-11-23,328,48
1290,4,2,3,2016-11-23,328,48
1290,5,2,3,2016-11-23,328,48
1290,6,2,3,2016-11-23,328,48
1290,7,2,3,2016-11-23,328,48
1290,8,2,3,2016-11-23,328,48
1290,9,2,3,2016-11-23,328,48
1290,10,2,3,2016-11-23,328,48
1291,1,2,4,2016-11-24,329,48
1291,2,2,4,2016-11-24,329,48
1291,3,2,4,2016-11-24,329,48
1291,4,2,4,2016-11-24,329,48
1291,5,2,4,2016-11-24,329,48
1291,6,2,4,2016-11-24,329,48
1291,7,2,4,2016-11-24,329,48
1291,8,2,4,2016-11-24,329,48
1291,9,2,4,2016-11-24,329,48
1291,10,2,4,2016-11-24,329,48
1292,1,2,5,2016-11-25,330,48
1292,2,2,5,2016-11-25,330,48
1292,3,2,5,2016-11-25,330,48
1292,4,2,5,2016-11-25,330,48
1292,5,2,5,2016-11-25,330,48
1292,6,2,5,2016-11-25,330,48
1292,7,2,5,2016-11-25,330,48
1292,8,2,5,2016-11-25,330,48
1292,9,2,5,2016-11-25,330,48
1292,10,2,5,2016-11-25,330,48
1293,3,3,6,2016-11-26,331,48
1293,4,3,6,2016-11-26,331,48
1293,5,3,6,2016-11-26,331,48
1293,6,3,6,2016-11-26,331,48
1293,7,3,6,2016-11-26,331,48
1293,8,3,6,2016-11-26,331,48
1293,9,3,6,2016-11-26,331,48
1293,10,3,6,2016-11-26,331,48
1294,1,2,1,2016-11-28,333,49
1294,2,2,1,2016-11-28,333,49
1294,3,2,1,2016-11-28,333,49
1294,4,2,1,2016-11-28,333,49
1294,5,2,1,2016-11-28,333,49
1294,6,2,1,2016-11-28,333,49
1294,7,2,1,2016-11-28,333,49
1294,8,2,1,2016-11-28,333,49
1294,9,2,1,2016-11-28,333,49
1294,10,2,1,2016-11-28,333,49
1295,1,2,2,2016-11-29,334,49
1295,2,2,2,2016-11-29,334,49
1295,3,2,2,2016-11-29,334,49
1295,4,2,2,2016-11-29,334,49
1295,5,2,2,2016-11-29,334,49
1295,6,2,2,2016-11-29,334,49
1295,7,2,2,2016-11-29,334,49
1295,8,2,2,2016-11-29,334,49
1295,9,2,2,2016-11-29,334,49
1295,10,2,2,2016-11-29,334,49
1296,1,2,3,2016-11-30,335,49
1296,2,2,3,2016-11-30,335,49
1296,3,2,3,2016-11-30,335,49
1296,4,2,3,2016-11-30,335,49
1296,5,2,3,2016-11-30,335,49
1296,6,2,3,2016-11-30,335,49
1296,7,2,3,2016-11-30,335,49
1296,8,2,3,2016-11-30,335,49
1296,9,2,3,2016-11-30,335,49
1296,10,2,3,2016-11-30,335,49
1297,1,2,4,2016-12-01,336,49
1297,2,2,4,2016-12-01,336,49
1297,3,2,4,2016-12-01,336,49
1297,4,2,4,2016-12-01,336,49
1297,5,2,4,2016-12-01,336,49
1297,6,2,4,2016-12-01,336,49
1297,7,2,4,2016-12-01,336,49
1297,8,2,4,2016-12-01,336,49
1297,9,2,4,2016-12-01,336,49
1297,10,2,4,2016-12-01,336,49
1298,1,2,5,2016-12-02,337,49
1298,2,2,5,2016-12-02,337,49
1298,3,2,5,2016-12-02,337,49
1298,4,2,5,2016-12-02,337,49
1298,5,2,5,2016-12-02,337,49
1298,6,2,5,2016-12-02,337,49
1298,7,2,5,2016-12-02,337,49
1298,8,2,5,2016-12-02,337,49
1298,9,2,5,2016-12-02,337,49
1298,10,2,5,2016-12-02,337,49
1299,1,3,6,2016-12-03,338,49
1299,2,3,6,2016-12-03,338,49
1299,3,3,6,2016-12-03,338,49
1299,4,3,6,2016-12-03,338,49
1299,5,3,6,2016-12-03,338,49
1299,6,3,6,2016-12-03,338,49
1299,7,3,6,2016-12-03,338,49
1299,8,3,6,2016-12-03,338,49
1299,9,3,6,2016-12-03,338,49
1299,10,3,6,2016-12-03,338,49
1300,1,2,1,2016-12-05,340,50
1300,2,2,1,2016-12-05,340,50
1300,3,2,1,2016-12-05,340,50
1300,4,2,1,2016-12-05,340,50
1300,5,2,1,2016-12-05,340,50
1300,6,2,1,2016-12-05,340,50
1300,7,2,1,2016-12-05,340,50
1300,8,2,1,2016-12-05,340,50
1300,9,2,1,2016-12-05,340,50
1300,10,2,1,2016-12-05,340,50
1301,1,2,2,2016-12-06,341,50
1301,2,2,2,2016-12-06,341,50
1301,3,2,2,2016-12-06,341,50
1301,4,2,2,2016-12-06,341,50
1301,5,2,2,2016-12-06,341,50
1301,6,2,2,2016-12-06,341,50
1301,7,2,2,2016-12-06,341,50
1301,8,2,2,2016-12-06,341,50
1301,9,2,2,2016-12-06,341,50
1301,10,2,2,2016-12-06,341,50
1302,1,2,3,2016-12-07,342,50
1302,2,2,3,2016-12-07,342,50
1302,3,2,3,2016-12-07,342,50
1302,4,2,3,2016-12-07,342,50
1302,5,2,3,2016-12-07,342,50
1302,6,2,3,2016-12-07,342,50
1302,7,2,3,2016-12-07,342,50
1302,8,2,3,2016-12-07,342,50
1302,9,2,3,2016-12-07,342,50
1302,10,2,3,2016-12-07,342,50
1303,1,2,4,2016-12-08,343,50
1303,2,2,4,2016-12-08,343,50
1303,3,2,4,2016-12-08,343,50
1303,4,2,4,2016-12-08,343,50
1303,5,2,4,2016-12-08,343,50
1303,6,2,4,2016-12-08,343,50
1303,7,2,4,2016-12-08,343,50
1303,8,2,4,2016-12-08,343,50
1303,9,2,4,2016-12-08,343,50
1303,10,2,4,2016-12-08,343,50
1304,1,2,5,2016-12-09,344,50
1304,2,2,5,2016-12-09,344,50
1304,3,2,5,2016-12-09,344,50
1304,4,2,5,2016-12-09,344,50
1304,5,2,5,2016-12-09,344,50
1304,6,2,5,2016-12-09,344,50
1304,7,2,5,2016-12-09,344,50
1304,8,2,5,2016-12-09,344,50
1304,9,2,5,2016-12-09,344,50
1304,10,2,5,2016-12-09,344,50
1305,1,3,6,2016-12-10,345,50
1305,2,3,6,2016-12-10,345,50
1305,3,3,6,2016-12-10,345,50
1305,4,3,6,2016-12-10,345,50
1305,5,3,6,2016-12-10,345,50
1305,6,3,6,2016-12-10,345,50
1305,7,3,6,2016-12-10,345,50
1305,8,3,6,2016-12-10,345,50
1305,9,3,6,2016-12-10,345,50
1305,10,3,6,2016-12-10,345,50
1306,6,3,7,2016-12-11,346,50
1307,1,2,1,2016-12-12,347,51
1307,2,2,1,2016-12-12,347,51
1307,3,2,1,2016-12-12,347,51
1307,4,2,1,2016-12-12,347,51
1307,5,2,1,2016-12-12,347,51
1307,6,2,1,2016-12-12,347,51
1307,7,2,1,2016-12-12,347,51
1307,8,2,1,2016-12-12,347,51
1307,9,2,1,2016-12-12,347,51
1307,10,2,1,2016-12-12,347,51
1308,1,2,2,2016-12-13,348,51
1308,2,2,2,2016-12-13,348,51
1308,3,2,2,2016-12-13,348,51
1308,4,2,2,2016-12-13,348,51
1308,5,2,2,2016-12-13,348,51
1308,6,2,2,2016-12-13,348,51
1308,7,2,2,2016-12-13,348,51
1308,8,2,2,2016-12-13,348,51
1308,9,2,2,2016-12-13,348,51
1308,10,2,2,2016-12-13,348,51
1309,1,2,3,2016-12-14,349,51
1309,2,2,3,2016-12-14,349,51
1309,3,2,3,2016-12-14,349,51
1309,4,2,3,2016-12-14,349,51
1309,5,2,3,2016-12-14,349,51
1309,6,2,3,2016-12-14,349,51
1309,7,2,3,2016-12-14,349,51
1309,8,2,3,2016-12-14,349,51
1309,9,2,3,2016-12-14,349,51
1309,10,2,3,2016-12-14,349,51
1310,1,2,4,2016-12-15,350,51
1310,2,2,4,2016-12-15,350,51
1310,3,2,4,2016-12-15,350,51
1310,4,2,4,2016-12-15,350,51
1310,5,2,4,2016-12-15,350,51
1310,6,2,4,2016-12-15,350,51
1310,7,2,4,2016-12-15,350,51
1310,8,2,4,2016-12-15,350,51
1310,9,2,4,2016-12-15,350,51
1310,10,2,4,2016-12-15,350,51
1311,1,2,5,2016-12-16,351,51
1311,2,2,5,2016-12-16,351,51
1311,3,2,5,2016-12-16,351,51
1311,4,2,5,2016-12-16,351,51
1311,5,2,5,2016-12-16,351,51
1311,6,2,5,2016-12-16,351,51
1311,7,2,5,2016-12-16,351,51
1311,8,2,5,2016-12-16,351,51
1311,9,2,5,2016-12-16,351,51
1311,10,2,5,2016-12-16,351,51
1312,1,3,6,2016-12-17,352,51
1312,2,3,6,2016-12-17,352,51
1312,3,3,6,2016-12-17,352,51
1312,4,3,6,2016-12-17,352,51
1312,5,3,6,2016-12-17,352,51
1312,6,3,6,2016-12-17,352,51
1312,7,3,6,2016-12-17,352,51
1312,8,3,6,2016-12-17,352,51
1312,9,3,6,2016-12-17,352,51
1312,10,3,6,2016-12-17,352,51
1313,1,3,7,2016-12-18,353,51
1314,1,2,1,2016-12-19,354,52
1314,2,2,1,2016-12-19,354,52
1314,3,2,1,2016-12-19,354,52
1314,4,2,1,2016-12-19,354,52
1314,5,2,1,2016-12-19,354,52
1314,6,2,1,2016-12-19,354,52
1314,7,2,1,2016-12-19,354,52
1314,8,2,1,2016-12-19,354,52
1314,9,2,1,2016-12-19,354,52
1314,10,2,1,2016-12-19,354,52
1315,1,2,2,2016-12-20,355,52
1315,2,2,2,2016-12-20,355,52
1315,3,2,2,2016-12-20,355,52
1315,4,2,2,2016-12-20,355,52
1315,5,2,2,2016-12-20,355,52
1315,6,2,2,2016-12-20,355,52
1315,7,2,2,2016-12-20,355,52
1315,8,2,2,2016-12-20,355,52
1315,9,2,2,2016-12-20,355,52
1315,10,2,2,2016-12-20,355,52
1316,1,2,3,2016-12-21,356,52
1316,2,2,3,2016-12-21,356,52
1316,3,2,3,2016-12-21,356,52
1316,4,2,3,2016-12-21,356,52
1316,5,2,3,2016-12-21,356,52
1316,6,2,3,2016-12-21,356,52
1316,7,2,3,2016-12-21,356,52
1316,8,2,3,2016-12-21,356,52
1316,9,2,3,2016-12-21,356,52
1316,10,2,3,2016-12-21,356,52
1317,1,2,4,2016-12-22,357,52
1317,2,2,4,2016-12-22,357,52
1317,3,2,4,2016-12-22,357,52
1317,4,2,4,2016-12-22,357,52
1317,5,2,4,2016-12-22,357,52
1317,6,2,4,2016-12-22,357,52
1317,7,2,4,2016-12-22,357,52
1317,8,2,4,2016-12-22,357,52
1317,9,2,4,2016-12-22,357,52
1317,10,2,4,2016-12-22,357,52
1318,1,2,5,2016-12-23,358,52
1318,2,2,5,2016-12-23,358,52
1318,3,2,5,2016-12-23,358,52
1318,4,2,5,2016-12-23,358,52
1318,5,2,5,2016-12-23,358,52
1318,6,2,5,2016-12-23,358,52
1318,7,2,5,2016-12-23,358,52
1318,8,2,5,2016-12-23,358,52
1318,9,2,5,2016-12-23,358,52
1318,10,2,5,2016-12-23,358,52
1319,1,3,6,2016-12-24,359,52
1319,2,3,6,2016-12-24,359,52
1319,3,3,6,2016-12-24,359,52
1319,4,3,6,2016-12-24,359,52
1319,5,3,6,2016-12-24,359,52
1319,6,3,6,2016-12-24,359,52
1319,7,3,6,2016-12-24,359,52
1319,8,3,6,2016-12-24,359,52
1319,9,3,6,2016-12-24,359,52
1319,10,3,6,2016-12-24,359,52
1320,9,3,7,2016-12-25,360,52
1321,1,2,1,2016-12-26,361,53
1321,2,2,1,2016-12-26,361,53
1321,3,2,1,2016-12-26,361,53
1321,4,2,1,2016-12-26,361,53
1321,5,2,1,2016-12-26,361,53
1321,6,2,1,2016-12-26,361,53
1321,7,2,1,2016-12-26,361,53
1321,8,2,1,2016-12-26,361,53
1321,9,2,1,2016-12-26,361,53
1321,10,2,1,2016-12-26,361,53
1322,1,2,2,2016-12-27,362,53
1322,2,2,2,2016-12-27,362,53
1322,3,2,2,2016-12-27,362,53
1322,4,2,2,2016-12-27,362,53
1322,5,2,2,2016-12-27,362,53
1322,6,2,2,2016-12-27,362,53
1322,7,2,2,2016-12-27,362,53
1322,8,2,2,2016-12-27,362,53
1322,9,2,2,2016-12-27,362,53
1322,10,2,2,2016-12-27,362,53
1323,1,2,3,2016-12-28,363,53
1323,2,2,3,2016-12-28,363,53
1323,3,2,3,2016-12-28,363,53
1323,4,2,3,2016-12-28,363,53
1323,5,2,3,2016-12-28,363,53
1323,6,2,3,2016-12-28,363,53
1323,7,2,3,2016-12-28,363,53
1323,8,2,3,2016-12-28,363,53
1323,9,2,3,2016-12-28,363,53
1323,10,2,3,2016-12-28,363,53
1324,1,2,4,2016-12-29,364,53
1324,2,2,4,2016-12-29,364,53
1324,3,2,4,2016-12-29,364,53
1324,4,2,4,2016-12-29,364,53
1324,5,2,4,2016-12-29,364,53
1324,6,2,4,2016-12-29,364,53
1324,7,2,4,2016-12-29,364,53
1324,8,2,4,2016-12-29,364,53
1324,9,2,4,2016-12-29,364,53
1324,10,2,4,2016-12-29,364,53
1325,1,2,5,2016-12-30,365,53
1325,2,2,5,2016-12-30,365,53
1325,3,2,5,2016-12-30,365,53
1325,4,2,5,2016-12-30,365,53
1325,5,2,5,2016-12-30,365,53
1325,6,2,5,2016-12-30,365,53
1325,7,2,5,2016-12-30,365,53
1325,8,2,5,2016-12-30,365,53
1325,9,2,5,2016-12-30,365,53
1325,10,2,5,2016-12-30,365,53
1326,6,3,6,2016-12-31,366,53
1326,9,3,6,2016-12-31,366,53
1327,4,1,7,2017-01-01,1,1
