date,brand,date_type,day_of_week,date_map,day_of_year,week_of_year
1119,8,2,3,2016-05-18,139,21
1119,9,2,3,2016-05-18,139,21
1119,10,2,3,2016-05-18,139,21
1120,1,2,4,2016-05-19,140,21
1120,2,2,4,2016-05-19,140,21
1120,3,2,4,2016-05-19,140,21
1120,4,2,4,2016-05-19,140,21
1120,5,2,4,2016-05-19,140,21
1120,6,2,4,2016-05-19,140,21
1120,7,2,4,2016-05-19,140,21
1120,8,2,4,2016-05-19,140,21
1120,9,2,4,2016-05-19,140,21
1120,10,2,4,2016-05-19,140,21
1121,1,2,5,2016-05-20,141,21
1121,2,2,5,2016-05-20,141,21
1121,3,2,5,2016-05-20,141,21
1121,4,2,5,2016-05-20,141,21
1121,5,2,5,2016-05-20,141,21
1121,6,2,5,2016-05-20,141,21
1121,7,2,5,2016-05-20,141,21
1121,8,2,5,2016-05-20,141,21
1121,9,2,5,2016-05-20,141,21
1121,10,2,5,2016-05-20,141,21
1122,1,3,6,2016-05-21,142,21
1122,2,3,6,2016-05-21,142,21
1122,3,3,6,2016-05-21,142,21
1122,4,3,6,2016-05-21,142,21
1122,5,3,6,2016-05-21,142,21
1122,6,3,6,2016-05-21,142,21
1122,7,3,6,2016-05-21,142,21
1122,8,3,6,2016-05-21,142,21
1122,9,3,6,2016-05-21,142,21
1122,10,3,6,2016-05-21,142,21
1123,1,2,1,2016-05-23,144,22
1123,2,2,1,2016-05-23,144,22
1123,3,2,1,2016-05-23,144,22
1123,4,2,1,2016-05-23,144,22
1123,5,2,1,2016-05-23,144,22
1123,6,2,1,2016-05-23,144,22
1123,7,2,1,2016-05-23,144,22
1123,8,2,1,2016-05-23,144,22
1123,9,2,1,2016-05-23,144,22
1123,10,2,1,2016-05-23,144,22
1124,1,2,2,2016-05-24,145,22
1124,2,2,2,2016-05-24,145,22
1124,3,2,2,2016-05-24,145,22
1124,4,2,2,2016-05-24,145,22
1124,5,2,2,2016-05-24,145,22
1124,6,2,2,2016-05-24,145,22
1124,7,2,2,2016-05-24,145,22
1124,8,2,2,2016-05-24,145,22
1124,9,2,2,2016-05-24,145,22
1124,10,2,2,2016-05-24,145,22
1125,1,2,3,2016-05-25,146,22
1125,2,2,3,2016-05-25,146,22
1125,3,2,3,2016-05-25,146,22
1125,4,2,3,2016-05-25,146,22
1125,5,2,3,2016-05-25,146,22
1125,6,2,3,2016-05-25,146,22
1125,7,2,3,2016-05-25,146,22
1125,8,2,3,2016-05-25,146,22
1125,9,2,3,2016-05-25,146,22
1125,10,2,3,2016-05-25,146,22
1126,1,2,4,2016-05-26,147,22
1126,2,2,4,2016-05-26,147,22
1126,3,2,4,2016-05-26,147,22
1126,4,2,4,2016-05-26,147,22
1126,5,2,4,2016-05-26,147,22
1126,6,2,4,2016-05-26,147,22
1126,7,2,4,2016-05-26,147,22
1126,8,2,4,2016-05-26,147,22
1126,9,2,4,2016-05-26,147,22
1126,10,2,4,2016-05-26,147,22
1127,1,2,5,2016-05-27,148,22
1127,2,2,5,2016-05-27,148,22
1127,3,2,5,2016-05-27,148,22
1127,4,2,5,2016-05-27,148,22
1127,5,2,5,2016-05-27,148,22
1127,6,2,5,2016-05-27,148,22
1127,7,2,5,2016-05-27,148,22
1127,8,2,5,2016-05-27,148,22
1127,9,2,5,2016-05-27,148,22
1127,10,2,5,2016-05-27,148,22
1128,1,3,6,2016-05-28,149,22
1128,2,3,6,2016-05-28,149,22
1128,3,3,6,2016-05-28,149,22
1128,4,3,6,2016-05-28,149,22
1128,5,3,6,2016-05-28,149,22
1128,6,3,6,2016-05-28,149,22
1128,7,3,6,2016-05-28,149,22
1128,8,3,6,2016-05-28,149,22
1128,9,3,6,2016-05-28,149,22
1129,1,2,1,2016-05-30,151,23
1129,2,2,1,2016-05-30,151,23
1129,3,2,1,2016-05-30,151,23
1129,4,2,1,2016-05-30,151,23
1129,5,2,1,2016-05-30,151,23
1129,6,2,1,2016-05-30,151,23
1129,7,2,1,2016-05-30,151,23
1129,8,2,1,2016-05-30,151,23
1129,9,2,1,2016-05-30,151,23
1129,10,2,1,2016-05-30,151,23
1130,1,2,2,2016-05-31,152,23
1130,2,2,2,2016-05-31,152,23
1130,3,2,2,2016-05-31,152,23
1130,4,2,2,2016-05-31,152,23
1130,5,2,2,2016-05-31,152,23
1130,6,2,2,2016-05-31,152,23
1130,7,2,2,2016-05-31,152,23
1130,8,2,2,2016-05-31,152,23
1130,9,2,2,2016-05-31,152,23
1130,10,2,2,2016-05-31,152,23
1131,1,2,3,2016-06-01,153,23
1131,2,2,3,2016-06-01,153,23
1131,3,2,3,2016-06-01,153,23
1131,4,2,3,2016-06-01,153,23
1131,5,2,3,2016-06-01,153,23
1131,6,2,3,2016-06-01,153,23
1131,7,2,3,2016-06-01,153,23
1131,8,2,3,2016-06-01,153,23
1131,9,2,3,2016-06-01,153,23
1131,10,2,3,2016-06-01,153,23
1132,1,2,4,2016-06-02,154,23
1132,2,2,4,2016-06-02,154,23
1132,3,2,4,2016-06-02,154,23
1132,4,2,4,2016-06-02,154,23
1132,5,2,4,2016-06-02,154,23
1132,6,2,4,2016-06-02,154,23
1132,7,2,4,2016-06-02,154,23
1132,8,2,4,2016-06-02,154,23
1132,9,2,4,2016-06-02,154,23
1132,10,2,4,2016-06-02,154,23
1133,1,2,5,2016-06-03,155,23
1133,2,2,5,2016-06-03,155,23
1133,3,2,5,2016-06-03,155,23
1133,4,2,5,2016-06-03,155,23
1133,5,2,5,2016-06-03,155,23
1133,6,2,5,2016-06-03,155,23
1133,7,2,5,2016-06-03,155,23
1133,8,2,5,2016-06-03,155,23
1133,9,2,5,2016-06-03,155,23
1133,10,2,5,2016-06-03,155,23
1134,1,3,6,2016-06-04,156,23
1134,2,3,6,2016-06-04,156,23
1134,3,3,6,2016-06-04,156,23
1134,4,3,6,2016-06-04,156,23
1134,5,3,6,2016-06-04,156,23
1134,6,3,6,2016-06-04,156,23
1134,7,3,6,2016-06-04,156,23
1134,8,3,6,2016-06-04,156,23
1134,9,3,6,2016-06-04,156,23
1134,10,3,6,2016-06-04,156,23
1135,1,2,1,2016-06-06,158,24
1135,2,2,1,2016-06-06,158,24
1135,3,2,1,2016-06-06,158,24
1135,4,2,1,2016-06-06,158,24
1135,5,2,1,2016-06-06,158,24
1135,6,2,1,2016-06-06,158,24
1135,7,2,1,2016-06-06,158,24
1135,8,2,1,2016-06-06,158,24
1135,9,2,1,2016-06-06,158,24
1135,10,2,1,2016-06-06,158,24
1136,1,2,2,2016-06-07,159,24
1136,2,2,2,2016-06-07,159,24
1136,3,2,2,2016-06-07,159,24
1136,4,2,2,2016-06-07,159,24
1136,5,2,2,2016-06-07,159,24
1136,6,2,2,2016-06-07,159,24
1136,7,2,2,2016-06-07,159,24
1136,8,2,2,2016-06-07,159,24
1136,9,2,2,2016-06-07,159,24
1136,10,2,2,2016-06-07,159,24
1137,1,2,3,2016-06-08,160,24
1137,2,2,3,2016-06-08,160,24
1137,3,2,3,2016-06-08,160,24
1137,4,2,3,2016-06-08,160,24
1137,5,2,3,2016-06-08,160,24
1137,6,2,3,2016-06-08,160,24
1137,7,2,3,2016-06-08,160,24
1137,8,2,3,2016-06-08,160,24
1137,9,2,3,2016-06-08,160,24
1137,10,2,3,2016-06-08,160,24
1138,3,1,4,2016-06-09,161,24
1138,4,1,4,2016-06-09,161,24
1138,9,1,4,2016-06-09,161,24
1139,9,1,5,2016-06-10,162,24
1140,1,0,7,2016-06-12,164,24
1140,2,0,7,2016-06-12,164,24
1140,3,0,7,2016-06-12,164,24
1140,4,0,7,2016-06-12,164,24
1140,5,0,7,2016-06-12,164,24
1140,6,0,7,2016-06-12,164,24
1140,7,0,7,2016-06-12,164,24
1140,8,0,7,2016-06-12,164,24
1140,9,0,7,2016-06-12,164,24
1140,10,0,7,2016-06-12,164,24
1141,1,2,1,2016-06-13,165,25
1141,2,2,1,2016-06-13,165,25
1141,3,2,1,2016-06-13,165,25
1141,4,2,1,2016-06-13,165,25
1141,5,2,1,2016-06-13,165,25
1141,6,2,1,2016-06-13,165,25
1141,7,2,1,2016-06-13,165,25
1141,8,2,1,2016-06-13,165,25
1141,9,2,1,2016-06-13,165,25
1141,10,2,1,2016-06-13,165,25
1142,1,2,2,2016-06-14,166,25
1142,2,2,2,2016-06-14,166,25
1142,3,2,2,2016-06-14,166,25
1142,4,2,2,2016-06-14,166,25
1142,5,2,2,2016-06-14,166,25
1142,6,2,2,2016-06-14,166,25
1142,7,2,2,2016-06-14,166,25
1142,8,2,2,2016-06-14,166,25
1142,9,2,2,2016-06-14,166,25
1142,10,2,2,2016-06-14,166,25
1143,1,2,3,2016-06-15,167,25
1143,2,2,3,2016-06-15,167,25
1143,3,2,3,2016-06-15,167,25
1143,4,2,3,2016-06-15,167,25
1143,5,2,3,2016-06-15,167,25
1143,6,2,3,2016-06-15,167,25
1143,7,2,3,2016-06-15,167,25
1143,8,2,3,2016-06-15,167,25
1143,9,2,3,2016-06-15,167,25
1143,10,2,3,2016-06-15,167,25
1144,1,2,4,2016-06-16,168,25
1144,2,2,4,2016-06-16,168,25
1144,3,2,4,2016-06-16,168,25
1144,4,2,4,2016-06-16,168,25
1144,5,2,4,2016-06-16,168,25
1144,6,2,4,2016-06-16,168,25
1144,7,2,4,2016-06-16,168,25
1144,8,2,4,2016-06-16,168,25
1144,9,2,4,2016-06-16,168,25
1144,10,2,4,2016-06-16,168,25
1145,1,2,5,2016-06-17,169,25
1145,2,2,5,2016-06-17,169,25
1145,3,2,5,2016-06-17,169,25
1145,4,2,5,2016-06-17,169,25
1145,5,2,5,2016-06-17,169,25
1145,6,2,5,2016-06-17,169,25
1145,7,2,5,2016-06-17,169,25
1145,8,2,5,2016-06-17,169,25
1145,9,2,5,2016-06-17,169,25
1145,10,2,5,2016-06-17,169,25
1146,1,3,6,2016-06-18,170,25
1146,2,3,6,2016-06-18,170,25
1146,3,3,6,2016-06-18,170,25
1146,4,3,6,2016-06-18,170,25
1146,5,3,6,2016-06-18,170,25
1146,6,3,6,2016-06-18,170,25
1146,7,3,6,2016-06-18,170,25
1146,8,3,6,2016-06-18,170,25
1146,9,3,6,2016-06-18,170,25
1147,9,3,7,2016-06-19,171,25
1148,1,2,1,2016-06-20,172,26
1148,2,2,1,2016-06-20,172,26
1148,3,2,1,2016-06-20,172,26
1148,4,2,1,2016-06-20,172,26
1148,5,2,1,2016-06-20,172,26
1148,6,2,1,2016-06-20,172,26
1148,7,2,1,2016-06-20,172,26
1148,8,2,1,2016-06-20,172,26
1148,9,2,1,2016-06-20,172,26
1148,10,2,1,2016-06-20,172,26
1149,1,2,2,2016-06-21,173,26
1149,2,2,2,2016-06-21,173,26
1149,3,2,2,2016-06-21,173,26
1149,4,2,2,2016-06-21,173,26
1149,5,2,2,2016-06-21,173,26
1149,6,2,2,2016-06-21,173,26
1149,7,2,2,2016-06-21,173,26
1149,8,2,2,2016-06-21,173,26
1149,9,2,2,2016-06-21,173,26
1149,10,2,2,2016-06-21,173,26
1150,1,2,3,2016-06-22,174,26
1150,2,2,3,2016-06-22,174,26
1150,3,2,3,2016-06-22,174,26
1150,4,2,3,2016-06-22,174,26
1150,5,2,3,2016-06-22,174,26
1150,6,2,3,2016-06-22,174,26
1150,7,2,3,2016-06-22,174,26
1150,8,2,3,2016-06-22,174,26
1150,9,2,3,2016-06-22,174,26
1150,10,2,3,2016-06-22,174,26
1151,1,2,4,2016-06-23,175,26
1151,2,2,4,2016-06-23,175,26
1151,3,2,4,2016-06-23,175,26
1151,4,2,4,2016-06-23,175,26
1151,5,2,4,2016-06-23,175,26
1151,6,2,4,2016-06-23,175,26
1151,7,2,4,2016-06-23,175,26
1151,8,2,4,2016-06-23,175,26
1151,9,2,4,2016-06-23,175,26
1151,10,2,4,2016-06-23,175,26
1152,1,2,5,2016-06-24,176,26
1152,2,2,5,2016-06-24,176,26
1152,3,2,5,2016-06-24,176,26
1152,4,2,5,2016-06-24,176,26
1152,5,2,5,2016-06-24,176,26
1152,6,2,5,2016-06-24,176,26
1152,7,2,5,2016-06-24,176,26
1152,8,2,5,2016-06-24,176,26
1152,9,2,5,2016-06-24,176,26
1152,10,2,5,2016-06-24,176,26
1153,1,3,6,2016-06-25,177,26
1153,2,3,6,2016-06-25,177,26
1153,3,3,6,2016-06-25,177,26
1153,4,3,6,2016-06-25,177,26
1153,5,3,6,2016-06-25,177,26
1153,6,3,6,2016-06-25,177,26
1153,7,3,6,2016-06-25,177,26
1153,8,3,6,2016-06-25,177,26
1153,9,3,6,2016-06-25,177,26
1153,10,3,6,2016-06-25,177,26
1154,3,3,7,2016-06-26,178,26
1154,7,3,7,2016-06-26,178,26
1154,9,3,7,2016-06-26,178,26
1155,1,2,1,2016-06-27,179,27
1155,2,2,1,2016-06-27,179,27
1155,3,2,1,2016-06-27,179,27
1155,4,2,1,2016-06-27,179,27
1155,5,2,1,2016-06-27,179,27
1155,6,2,1,2016-06-27,179,27
1155,7,2,1,2016-06-27,179,27
1155,8,2,1,2016-06-27,179,27
1155,9,2,1,2016-06-27,179,27
1155,10,2,1,2016-06-27,179,27
1156,1,2,2,2016-06-28,180,27
1156,2,2,2,2016-06-28,180,27
1156,3,2,2,2016-06-28,180,27
1156,4,2,2,2016-06-28,180,27
1156,5,2,2,2016-06-28,180,27
1156,6,2,2,2016-06-28,180,27
1156,7,2,2,2016-06-28,180,27
1156,8,2,2,2016-06-28,180,27
1156,9,2,2,2016-06-28,180,27
1156,10,2,2,2016-06-28,180,27
1157,1,2,3,2016-06-29,181,27
1157,2,2,3,2016-06-29,181,27
1157,3,2,3,2016-06-29,181,27
1157,4,2,3,2016-06-29,181,27
1157,5,2,3,2016-06-29,181,27
1157,6,2,3,2016-06-29,181,27
1157,7,2,3,2016-06-29,181,27
1157,8,2,3,2016-06-29,181,27
1157,9,2,3,2016-06-29,181,27
1157,10,2,3,2016-06-29,181,27
1158,1,2,4,2016-06-30,182,27
1158,2,2,4,2016-06-30,182,27
1158,3,2,4,2016-06-30,182,27
1158,4,2,4,2016-06-30,182,27
1158,5,2,4,2016-06-30,182,27
1158,6,2,4,2016-06-30,182,27
1158,7,2,4,2016-06-30,182,27
1158,8,2,4,2016-06-30,182,27
1158,9,2,4,2016-06-30,182,27
1158,10,2,4,2016-06-30,182,27
1159,1,2,5,2016-07-01,183,27
1159,2,2,5,2016-07-01,183,27
1159,3,2,5,2016-07-01,183,27
1159,4,2,5,2016-07-01,183,27
1159,5,2,5,2016-07-01,183,27
1159,6,2,5,2016-07-01,183,27
1159,7,2,5,2016-07-01,183,27
1159,8,2,5,2016-07-01,183,27
1159,9,2,5,2016-07-01,183,27
1159,10,2,5,2016-07-01,183,27
1160,1,3,6,2016-07-02,184,27
1160,2,3,6,2016-07-02,184,27
1160,3,3,6,2016-07-02,184,27
1160,4,3,6,2016-07-02,184,27
1160,5,3,6,2016-07-02,184,27
1160,6,3,6,2016-07-02,184,27
1160,7,3,6,2016-07-02,184,27
1160,8,3,6,2016-07-02,184,27
1160,9,3,6,2016-07-02,184,27
1160,10,3,6,2016-07-02,184,27
1161,9,3,7,2016-07-03,185,27
1162,1,2,1,2016-07-04,186,28
1162,2,2,1,2016-07-04,186,28
1162,3,2,1,2016-07-04,186,28
1162,4,2,1,2016-07-04,186,28
1162,5,2,1,2016-07-04,186,28
1162,6,2,1,2016-07-04,186,28
1162,7,2,1,2016-07-04,186,28
1162,8,2,1,2016-07-04,186,28
1162,9,2,1,2016-07-04,186,28
1162,10,2,1,2016-07-04,186,28
1163,1,2,2,2016-07-05,187,28
1163,2,2,2,2016-07-05,187,28
1163,3,2,2,2016-07-05,187,28
1163,4,2,2,2016-07-05,187,28
1163,5,2,2,2016-07-05,187,28
1163,6,2,2,2016-07-05,187,28
1163,7,2,2,2016-07-05,187,28
1163,8,2,2,2016-07-05,187,28
1163,9,2,2,2016-07-05,187,28
1163,10,2,2,2016-07-05,187,28
1164,1,2,3,2016-07-06,188,28
1164,2,2,3,2016-07-06,188,28
1164,3,2,3,2016-07-06,188,28
1164,4,2,3,2016-07-06,188,28
1164,5,2,3,2016-07-06,188,28
1164,6,2,3,2016-07-06,188,28
1164,7,2,3,2016-07-06,188,28
1164,8,2,3,2016-07-06,188,28
1164,9,2,3,2016-07-06,188,28
1164,10,2,3,2016-07-06,188,28
1165,1,2,4,2016-07-07,189,28
1165,2,2,4,2016-07-07,189,28
1165,3,2,4,2016-07-07,189,28
1165,4,2,4,2016-07-07,189,28
1165,5,2,4,2016-07-07,189,28
1165,6,2,4,2016-07-07,189,28
1165,7,2,4,2016-07-07,189,28
1165,8,2,4,2016-07-07,189,28
1165,9,2,4,2016-07-07,189,28
1165,10,2,4,2016-07-07,189,28
1166,1,2,5,2016-07-08,190,28
1166,2,2,5,2016-07-08,190,28
1166,3,2,5,2016-07-08,190,28
1166,4,2,5,2016-07-08,190,28
1166,5,2,5,2016-07-08,190,28
1166,6,2,5,2016-07-08,190,28
1166,7,2,5,2016-07-08,190,28
1166,8,2,5,2016-07-08,190,28
1166,9,2,5,2016-07-08,190,28
1166,10,2,5,2016-07-08,190,28
1167,1,3,6,2016-07-09,191,28
1167,3,3,6,2016-07-09,191,28
1167,4,3,6,2016-07-09,191,28
1167,5,3,6,2016-07-09,191,28
1167,6,3,6,2016-07-09,191,28
1167,7,3,6,2016-07-09,191,28
1167,8,3,6,2016-07-09,191,28
1167,9,3,6,2016-07-09,191,28
1167,10,3,6,2016-07-09,191,28
1168,1,2,1,2016-07-11,193,29
1168,2,2,1,2016-07-11,193,29
1168,3,2,1,2016-07-11,193,29
1168,4,2,1,2016-07-11,193,29
1168,5,2,1,2016-07-11,193,29
1168,6,2,1,2016-07-11,193,29
1168,7,2,1,2016-07-11,193,29
1168,8,2,1,2016-07-11,193,29
1168,9,2,1,2016-07-11,193,29
1168,10,2,1,2016-07-11,193,29
1169,1,2,2,2016-07-12,194,29
1169,2,2,2,2016-07-12,194,29
1169,3,2,2,2016-07-12,194,29
1169,4,2,2,2016-07-12,194,29
1169,5,2,2,2016-07-12,194,29
1169,6,2,2,2016-07-12,194,29
1169,7,2,2,2016-07-12,194,29
1169,8,2,2,2016-07-12,194,29
1169,9,2,2,2016-07-12,194,29
1169,10,2,2,2016-07-12,194,29
1170,1,2,3,2016-07-13,195,29
1170,2,2,3,2016-07-13,195,29
1170,3,2,3,2016-07-13,195,29
1170,4,2,3,2016-07-13,195,29
1170,5,2,3,2016-07-13,195,29
1170,6,2,3,2016-07-13,195,29
1170,7,2,3,2016-07-13,195,29
1170,8,2,3,2016-07-13,195,29
1170,9,2,3,2016-07-13,195,29
1170,10,2,3,2016-07-13,195,29
1171,1,2,4,2016-07-14,196,29
1171,2,2,4,2016-07-14,196,29
1171,3,2,4,2016-07-14,196,29
1171,4,2,4,2016-07-14,196,29
1171,5,2,4,2016-07-14,196,29
1171,6,2,4,2016-07-14,196,29
1171,7,2,4,2016-07-14,196,29
1171,8,2,4,2016-07-14,196,29
1171,9,2,4,2016-07-14,196,29
1171,10,2,4,2016-07-14,196,29
1172,1,2,5,2016-07-15,197,29
1172,2,2,5,2016-07-15,197,29
1172,3,2,5,2016-07-15,197,29
1172,4,2,5,2016-07-15,197,29
1172,5,2,5,2016-07-15,197,29
1172,6,2,5,2016-07-15,197,29
1172,7,2,5,2016-07-15,197,29
1172,8,2,5,2016-07-15,197,29
1172,9,2,5,2016-07-15,197,29
1172,10,2,5,2016-07-15,197,29
1173,1,3,6,2016-07-16,198,29
1173,2,3,6,2016-07-16,198,29
1173,3,3,6,2016-07-16,198,29
1173,4,3,6,2016-07-16,198,29
1173,5,3,6,2016-07-16,198,29
1173,6,3,6,2016-07-16,198,29
1173,7,3,6,2016-07-16,198,29
1173,8,3,6,2016-07-16,198,29
1173,9,3,6,2016-07-16,198,29
1174,1,2,1,2016-07-18,200,30
1174,2,2,1,2016-07-18,200,30
1174,3,2,1,2016-07-18,200,30
1174,4,2,1,2016-07-18,200,30
1174,5,2,1,2016-07-18,200,30
1174,6,2,1,2016-07-18,200,30
1174,7,2,1,2016-07-18,200,30
1174,8,2,1,2016-07-18,200,30
1174,9,2,1,2016-07-18,200,30
1174,10,2,1,2016-07-18,200,30
1175,1,2,2,2016-07-19,201,30
1175,2,2,2,2016-07-19,201,30
1175,3,2,2,2016-07-19,201,30
1175,4,2,2,2016-07-19,201,30
1175,5,2,2,2016-07-19,201,30
1175,6,2,2,2016-07-19,201,30
1175,7,2,2,2016-07-19,201,30
1175,8,2,2,2016-07-19,201,30
1175,9,2,2,2016-07-19,201,30
1175,10,2,2,2016-07-19,201,30
1176,1,2,3,2016-07-20,202,30
1176,2,2,3,2016-07-20,202,30
1176,3,2,3,2016-07-20,202,30
1176,4,2,3,2016-07-20,202,30
1176,5,2,3,2016-07-20,202,30
1176,6,2,3,2016-07-20,202,30
1176,7,2,3,2016-07-20,202,30
1176,8,2,3,2016-07-20,202,30
1176,9,2,3,2016-07-20,202,30
1176,10,2,3,2016-07-20,202,30
1177,1,2,4,2016-07-21,203,30
1177,2,2,4,2016-07-21,203,30
1177,3,2,4,2016-07-21,203,30
1177,4,2,4,2016-07-21,203,30
1177,5,2,4,2016-07-21,203,30
1177,6,2,4,2016-07-21,203,30
1177,7,2,4,2016-07-21,203,30
1177,8,2,4,2016-07-21,203,30
1177,9,2,4,2016-07-21,203,30
1177,10,2,4,2016-07-21,203,30
1178,1,2,5,2016-07-22,204,30
1178,2,2,5,2016-07-22,204,30
1178,3,2,5,2016-07-22,204,30
1178,4,2,5,2016-07-22,204,30
1178,5,2,5,2016-07-22,204,30
1178,6,2,5,2016-07-22,204,30
1178,7,2,5,2016-07-22,204,30
1178,8,2,5,2016-07-22,204,30
1178,9,2,5,2016-07-22,204,30
1178,10,2,5,2016-07-22,204,30
1179,1,3,6,2016-07-23,205,30
1179,3,3,6,2016-07-23,205,30
1179,4,3,6,2016-07-23,205,30
1179,5,3,6,2016-07-23,205,30
1179,6,3,6,2016-07-23,205,30
1179,7,3,6,2016-07-23,205,30
1179,8,3,6,2016-07-23,205,30
1179,9,3,6,2016-07-23,205,30
1179,10,3,6,2016-07-23,205,30
1180,1,2,1,2016-07-25,207,31
1180,2,2,1,2016-07-25,207,31
1180,3,2,1,2016-07-25,207,31
1180,4,2,1,2016-07-25,207,31
1180,5,2,1,2016-07-25,207,31
1180,6,2,1,2016-07-25,207,31
1180,7,2,1,2016-07-25,207,31
1180,8,2,1,2016-07-25,207,31
1180,9,2,1,2016-07-25,207,31
1180,10,2,1,2016-07-25,207,31
1181,1,2,2,2016-07-26,208,31
1181,2,2,2,2016-07-26,208,31
1181,3,2,2,2016-07-26,208,31
1181,4,2,2,2016-07-26,208,31
1181,5,2,2,2016-07-26,208,31
1181,6,2,2,2016-07-26,208,31
1181,7,2,2,2016-07-26,208,31
1181,8,2,2,2016-07-26,208,31
1181,9,2,2,2016-07-26,208,31
1181,10,2,2,2016-07-26,208,31
1182,1,2,3,2016-07-27,209,31
1182,2,2,3,2016-07-27,209,31
1182,3,2,3,2016-07-27,209,31
1182,4,2,3,2016-07-27,209,31
1182,5,2,3,2016-07-27,209,31
1182,6,2,3,2016-07-27,209,31
1182,7,2,3,2016-07-27,209,31
